date,sales
1/1/2013,0
1/2/2013,1526.750002
1/3/2013,1094.310994
1/4/2013,1293.120996
1/5/2013,1245.637004
1/6/2013,1443.776992
1/7/2013,947.795999
1/8/2013,1038.922001
1/9/2013,988.307997
1/10/2013,919.898002
1/11/2013,1293.596002
1/12/2013,1351.824
1/13/2013,1632.925999
1/14/2013,996.889999
1/15/2013,992.65
1/16/2013,1211.623002
1/17/2013,929.5560005
1/18/2013,1257.707001
1/19/2013,1514.423995
1/20/2013,1626.908
1/21/2013,1014.906003
1/22/2013,993.845999
1/23/2013,1097.235005
1/24/2013,798.068999
1/25/2013,1146.795995
1/26/2013,1390.460005
1/27/2013,1441.376005
1/28/2013,913.134
1/29/2013,931.1310025
1/30/2013,997.191998
1/31/2013,923.065002
2/1/2013,1316.212996
2/2/2013,1507.999997
2/3/2013,1610.380994
2/4/2013,1056.923003
2/5/2013,960.667999
2/6/2013,985.696999
2/7/2013,904.759998
2/8/2013,1254.702003
2/9/2013,1090.377005
2/10/2013,883.920997
2/11/2013,930.926999
2/12/2013,1189.250998
2/13/2013,1241.727997
2/14/2013,1053.961002
2/15/2013,1405.364997
2/16/2013,1756.29301
2/17/2013,1414.717993
2/18/2013,1173.406999
2/19/2013,1027.559005
2/20/2013,1198.511993
2/21/2013,1035.518003
2/22/2013,1340.250003
2/23/2013,1307.885
2/24/2013,1695.577992
2/25/2013,1040.140002
2/26/2013,891.6430055
2/27/2013,1031.313997
2/28/2013,982.195
3/1/2013,1536.031002
3/2/2013,1732.875003
3/3/2013,1880.333996
3/4/2013,1274.672998
3/5/2013,1068.046001
3/6/2013,1184.304003
3/7/2013,1051.620998
3/8/2013,1369.188994
3/9/2013,1542.810997
3/10/2013,1735.495996
3/11/2013,1103.204001
3/12/2013,938.189
3/13/2013,1095.670999
3/14/2013,1023.377999
3/15/2013,1489.734001
3/16/2013,1612.841998
3/17/2013,1840.702
3/18/2013,1088.999998
3/19/2013,888.427006
3/20/2013,1103.473004
3/21/2013,1092.074004
3/22/2013,1363.05899
3/23/2013,1447.475992
3/24/2013,1526.820009
3/25/2013,1001.679999
3/26/2013,850.857004
3/27/2013,1274.496989
3/28/2013,1444.660001
3/29/2013,1354.622999
3/30/2013,1040.899999
3/31/2013,1120.684001
4/1/2013,1055.867
4/2/2013,892.877998
4/3/2013,873.6430003
4/4/2013,811.520005
4/5/2013,1004.671
4/6/2013,1216.787
4/7/2013,1186.093997
4/8/2013,838.739
4/9/2013,860.6579977
4/10/2013,945.404003
4/11/2013,982.299998
4/12/2013,1287.483003
4/13/2013,1443.279
4/14/2013,1741.626993
4/15/2013,1179.526001
4/16/2013,1105.191001
4/17/2013,1211.635001
4/18/2013,947.721999
4/19/2013,1252.790995
4/20/2013,1557.50101
4/21/2013,1677.906994
4/22/2013,1135.755001
4/23/2013,897.9350005
4/24/2013,1062.944997
4/25/2013,934.250998
4/26/2013,1240.809996
4/27/2013,1335.896996
4/28/2013,1656.502999
4/29/2013,967.529002
4/30/2013,994.556002
5/1/2013,1628.10801
5/2/2013,1186.121996
5/3/2013,1391.753003
5/4/2013,1624.497994
5/5/2013,1792.074011
5/6/2013,1094.592998
5/7/2013,1035.484004
5/8/2013,1138.787006
5/9/2013,950.9089995
5/10/2013,1317.468002
5/11/2013,1503.846
5/12/2013,1091.983001
5/13/2013,1007.092999
5/14/2013,922.881994
5/15/2013,1067.214012
5/16/2013,1127.513
5/17/2013,1277.120003
5/18/2013,1482.978999
5/19/2013,1681.325001
5/20/2013,991.738997
5/21/2013,1037.690004
5/22/2013,975.2959975
5/23/2013,930.436
5/24/2013,1373.325002
5/25/2013,1210.515996
5/26/2013,1340.603996
5/27/2013,976.2650005
5/28/2013,988.6070055
5/29/2013,1068.777996
5/30/2013,1002.935998
5/31/2013,1240.315001
6/1/2013,1550.083003
6/2/2013,1917.363002
6/3/2013,1258.981994
6/4/2013,1028.424006
6/5/2013,1094.639975
6/6/2013,826.677001
6/7/2013,1010.500992
6/8/2013,1096.602005
6/9/2013,1103.846997
6/10/2013,683.378001
6/11/2013,656.3220025
6/12/2013,669.6649987
6/13/2013,671.2640042
6/14/2013,921.8329992
6/15/2013,994.0700021
6/16/2013,959.21
6/17/2013,863.417997
6/18/2013,733.9160015
6/19/2013,707.218
6/20/2013,742.667004
6/21/2013,814.1549945
6/22/2013,1083.007005
6/23/2013,1209.993002
6/24/2013,743.0020033
6/25/2013,752.432006
6/26/2013,834.431002
6/27/2013,784.34
6/28/2013,1097.557995
6/29/2013,1313.627996
6/30/2013,1466.347006
7/1/2013,1251.212014
7/2/2013,1051.496
7/3/2013,1121.613993
7/4/2013,969.818
7/5/2013,1268.513005
7/6/2013,1275.371997
7/7/2013,1420.431999
7/8/2013,943.131996
7/9/2013,862.6300033
7/10/2013,939.824995
7/11/2013,752.501002
7/12/2013,1041.480996
7/13/2013,1116.586002
7/14/2013,1269.646999
7/15/2013,964.0789996
7/16/2013,858.756999
7/17/2013,936.3380015
7/18/2013,681.5809997
7/19/2013,990.053
7/20/2013,1045.266999
7/21/2013,1122.711001
7/22/2013,866.816995
7/23/2013,814.612005
7/24/2013,854.8560005
7/25/2013,706.7479997
7/26/2013,922.193004
